read_2_no00	drug_name	read_2_2	status
da53.	Lustral  Tablets  50 mg	da	n
da53.	LUSTRAL 50mg	da	n
da53.	LUSTRAL 50mg tablets	da	n
da53.	Lustral 50mg tablets (Pfizer Ltd)	da	n
da53.	LUSTRAL CALENDAR PAC TAB 50	da	n
da53.	LUSTRAL CALENDAR PACK TAB 50	da	n
da53.	LUSTRAL CALENDAR PACK TAB 50mg	da	n
da53.	LUSTRAL TABLETS 50 MG	da	n
da53.	LUSTRAL tablets 50mg	da	n
da53.	Lustral tablets 50mg	da	n
da53.	LUSTRAL tabs 50mg	da	n
da53.	LUSTRAL TABS 50MG	da	n
da54.	Lustral  Tablets  100 mg	da	n
da54.	Lustral 100mg tablets (Pfizer Ltd)	da	n
da54.	LUSTRAL CALENDAR PACK TAB 100mg	da	n
da54.	LUSTRAL tablets 100mg	da	n
da54.	LUSTRAL tabs 100mg	da	n
da61.	PAROXETINE 20MG	da	n
da61.	Paroxetine 20mg tablets	da	n
da61.	PAROXETINE 20mg tablets	da	n
da61.	PAROXETINE 20mg tabs	da	n
da61.	PAROXETINE HCL TAB 20MG	da	n
da61.	Paroxetine Hydrochloride  Tablets  20 mg	da	n
da61.	Paroxetine Hydrochloride Tablets 20 mg	da	n
da61.	Paroxetine Hydrochloride Tablets 20mg	da	n
da61.	PAROXETINE TAB 20	da	n
da61.	PAROXETINE TAB 20mg	da	n
da61.	PAROXETINE TABLETS 20 MG	da	n
da61.	PAROXETINE tablets 20mg	da	n
da61.	Paroxetine tablets 20mg	da	n
da61.	paroxetine tablets 20mg	da	n
da61.	PAROXETINE TABS 20 MG	da	n
da61.	PAROXETINE tabs 20 MG	da	n
da61.	PAROXETINE tabs 20 mg	da	n
da61.	PAROXETINE tabs 20 mg -	da	n
da61.	PAROXETINE tabs 20mg	da	n
da61.	PAROXETINE TABS 20MG	da	n
da61.	SEROXAT 20mg tablets x30	da	n
da62.	Seroxat 20mg tablets (GlaxoSmithKline UK Ltd)	da	n
da62.	SEROXAT 20mg tablets x30	da	n
da62.	SEROXAT 20mg-30	da	n
da62.	SEROXAT TAB 20	da	n
da62.	SEROXAT TAB 20mg	da	n
da62.	SEROXAT TABLETS 20 MG	da	n
da62.	Seroxat Tablets 20 mg	da	n
da62.	Seroxat tablets 20mg	da	n
da62.	SEROXAT tablets 20mg	da	n
da62.	Seroxat Tablets 20mg	da	n
da62.	SEROXAT tabs 20mg	da	n
da62.	SEROXAT TABS 20MG	da	n
da63.	PAROXETINE	da	n
da63.	Paroxetine 30mg tablets	da	n
da63.	PAROXETINE 30mg tablets	da	n
da63.	Paroxetine Hydrochloride Tablets 30 mg	da	n
da63.	PAROXETINE TAB 30	da	n
da63.	PAROXETINE TAB 30mg	da	n
da63.	PAROXETINE tablets 30mg	da	n
da63.	Paroxetine tablets 30mg	da	n
da63.	PAROXETINE TABS 30 MG	da	n
da63.	PAROXETINE tabs 30mg	da	n
da63.	PAROXETINE TABS 30MG	da	n
da64.	Seroxat 30mg tablets (GlaxoSmithKline UK Ltd)	da	n
da64.	SEROXAT TAB 30	da	n
da64.	SEROXAT TAB 30mg	da	n
da64.	Seroxat Tablets 30 mg	da	n
da64.	SEROXAT TABLETS 30 MG	da	n
da64.	Seroxat tablets 30mg	da	n
da64.	SEROXAT tabs 30mg	da	n
da65.	Paroxetine 10mg/5ml oral suspension sugar free	da	n
da65.	PAROXETINE 20MG/10ML SUS	da	n
da65.	PAROXETINE sf oral susp 20mg/10ml	da	n
da65.	PAROXETINE sf susp 20mg/10ml	da	n
da65.	PAROXETINE sugar-free suspension 20mg/10ml	da	n
da67.	Paroxetine 10mg tablets	da	n
da67.	PAROXETINE tabs 10mg	da	n
da68.	Seroxat 10mg tablets (GlaxoSmithKline UK Ltd)	da	n
da68.	SEROXAT tabs 10mg	da	n
da7..	Vencarm XL 37.5mg capsules (Aspire Pharma Ltd)	da	y
da7..	Venlafaxine 37.5mg modified-release capsules	da	y
da71.	Venlafaxine  Tablets  37.5 mg	da	y
da71.	VENLAFAXINE 37.5mg	da	y
da71.	Venlafaxine 37.5mg tablets	da	y
da71.	VENLAFAXINE HYDROCHL TAB 37.5	da	y
da71.	VENLAFAXINE HYDROCHLORIDE TAB 37.5	da	y
da71.	VENLAFAXINE HYDROCHLORIDE TAB 37.5mg	da	y
da71.	Venlafaxine Hydrochloride Tablets 37.5 mg	da	y
da71.	VENLAFAXINE tablets 37.5mg	da	y
da71.	Venlafaxine tablets 37.5mg	da	y
da71.	venlafaxine tablets 37.5mg	da	y
da71.	VENLAFAXINE tabs 37.5mg	da	y
da71.	VENLAFAXINE TABS 37.5MG	da	y
da72.	Venlafaxine 75mg tablets	da	y
da72.	VENLAFAXINE 75mg tablets	da	y
da72.	VENLAFAXINE HYDROCHL TAB 75	da	y
da72.	VENLAFAXINE HYDROCHLORIDE TAB 75	da	y
da72.	VENLAFAXINE HYDROCHLORIDE TAB 75mg	da	y
da72.	Venlafaxine Hydrochloride Tablets 75 mg	da	y
da72.	Venlafaxine Hydrochloride Tablets 75mg	da	y
da72.	Venlafaxine Tablets 75 mg	da	y
da72.	VENLAFAXINE tablets 75mg	da	y
da72.	Venlafaxine tablets 75mg	da	y
da72.	VENLAFAXINE tabs 75mg	da	y
da72.	VENLAFAXINE TABS 75MG	da	y
da73.	Efexor 37.5mg tablets (Wyeth Pharmaceuticals)	da	y
da73.	EFEXOR TAB 37.5mg	da	y
da73.	EFEXOR tabs 37.5mg	da	y
da73.	EFEXOR TABS 37.5MG	da	y
da74.	Efexor 75mg tablets (Wyeth Pharmaceuticals)	da	y
da74.	EFEXOR tabs 75mg	da	y
da75.	Venlafaxine 50mg tablets	da	y
da75.	venlafaxine tablets 50mg	da	y
da75.	Venlafaxine tablets 50mg	da	y
da75.	VENLAFAXINE tabs 50mg	da	y
da77.	Venlafaxine  M/R Capsules  75 mg	da	y
da77.	VENLAFAXINE 75mg m/r capsules	da	y
da77.	Venlafaxine 75mg modified-release capsules	da	y
da77.	Venlafaxine Hydrochloride  M/R capsules  75 mg	da	y
da77.	Venlafaxine Hydrochloride M/R Capsules 75 mg	da	y
da77.	Venlafaxine Hydrochloride M/R capsules 75mg	da	y
da77.	Venlafaxine M/R Capsules 75 mg	da	y
da77.	VENLAFAXINE modified release capsule 75mg	da	y
da77.	Venlafaxine modified release capsule 75mg	da	y
da77.	venlafaxine modified release capsule 75mg	da	y
da77.	VENLAFAXINE MR 75MG	da	y
da77.	VENLAFAXINE MR CAP 75	da	y
da77.	VENLAFAXINE mr cap 75mg	da	y
da77.	VENLAFAXINE MR CAP 75mg	da	y
da77.	VENLAFAXINE MR CAP 75MG	da	y
da77.	VENLAFAXINE S/R CAP 75 MG	da	y
da78.	Efexor XL 75mg capsules (Pfizer Ltd)	da	y
da78.	EFEXOR XL 75mg m/r capsules	da	y
da78.	EFEXOR XL MR CAP 75	da	y
da78.	EFEXOR XL mr cap 75mg	da	y
da79.	Venlablue XL 150mg capsules (Bluefish Pharmaceuticals AB)	da	y
da79.	Venlafaxine 150mg modified-release capsules	da	y
da79.	Venlafaxine Hydrochloride M/R Capsules 150 mg	da	y
da79.	VENLAFAXINE modified release capsule 150mg	da	y
da79.	Venlafaxine modified release capsule 150mg	da	y
da79.	VENLAFAXINE mr cap 150mg	da	y
da79.	VENLAFAXINE MR CAP 150mg	da	y
da79.	VENLAFAXINE MR CAP 150MG	da	y
da79.	Venlaneo XL 150mg capsules (Kent Pharmaceuticals Ltd)	da	y
da79.	VENLANEO XL pro rel cap 150mg	da	y
da7A.	Efexor XL 150mg capsules (Pfizer Ltd)	da	y
da7A.	EFEXOR XL mr cap 150mg	da	y
da7a.	Venaxx XL 150mg capsules (AMCo)	da	y
da7a.	Venaxx XL 150mg capsules (Mercury Pharma Group Ltd)	da	y
da7a.	VENAXX XL mr cap 150mg	da	y
da7I.	Venlafaxine  M/R tablets  75 mg	da	y
da7I.	Venlafaxine 75mg modified-release tablets	da	y
da7I.	VENLAFAXINE mr tab 75mg	da	y
da7K.	Venlafaxine 150mg modified-release tablets	da	y
da7K.	VENLAFAXINE mr tab 150mg	da	y
da7p.	Venlalic XL 37.5mg tablets (Dallas Burston Ashbourne Ltd)	da	y
da7p.	Venlalic XL 37.5mg tablets (DB Ashbourne Ltd)	da	y
da7p.	Venlalic XL 37.5mg tablets (Ethypharm UK Ltd)	da	y
da7P.	Vensir XL 75mg capsules (Morningside Healthcare Ltd)	da	y
da7q.	Venlafaxine  M/R Tablets  37.5 mg	da	y
da7q.	Venlafaxine 37.5mg modified-release tablets	da	y
da7Q.	Vensir XL 150mg capsules (Morningside Healthcare Ltd)	da	y
da7u.	Venladex XL 150mg tablets (Dexcel-Pharma Ltd)	da	y
da7V.	Venlalic XL 75mg tablets (Dallas Burston Ashbourne Ltd)	da	y
da7V.	Venlalic XL 75mg tablets (DB Ashbourne Ltd)	da	y
da7V.	Venlalic XL 75mg tablets (Ethypharm UK Ltd)	da	y
da7V.	VENLALIC XL mr tab 75mg	da	y
da7w.	Venlafaxine 225mg modified-release capsules	da	y
da7W.	Venlalic XL 150mg tablets (Dallas Burston Ashbourne Ltd)	da	y
da7W.	Venlalic XL 150mg tablets (DB Ashbourne Ltd)	da	y
da7W.	Venlalic XL 150mg tablets (Ethypharm UK Ltd)	da	y
da7W.	VENLALIC XL mr tab 150mg	da	y
da7w.	Vensir XL 225mg capsules (Morningside Healthcare Ltd)	da	y
da7X.	Venlalic XL 225mg tablets (DB Ashbourne Ltd)	da	y
da7X.	Venlalic XL 225mg tablets (Ethypharm UK Ltd)	da	y
da7Y.	Venlafaxine 225mg modified-release tablets	da	y
da7Y.	VENLAFAXINE mr tab 225mg	da	y
da7Z.	Venaxx XL 75mg capsules (AMCo)	da	y
da7Z.	Venaxx XL 75mg capsules (Goldshield Pharmaceuticals Ltd)	da	y
da7Z.	Venaxx XL 75mg capsules (Mercury Pharma Group Ltd)	da	y
da7Z.	VENAXX XL mr cap 75mg	da	y
da81.	Nefazodone 100mg tablets	da	n
da81.	NEFAZODONE HCL TAB 100	da	n
da81.	NEFAZODONE HCL TAB 100mg	da	n
da81.	NEFAZODONE HCL TABS 100 MG	da	n
da81.	Nefazodone Hydrochloride Tablets 100 mg	da	n
da81.	NEFAZODONE tabs 100mg	da	n
da81.	NEFAZODONE TABS 100MG	da	n
da82.	Nefazodone 200mg tablets	da	n
da82.	NEFAZODONE HCL 200mg tabs	da	n
da82.	NEFAZODONE HCL TAB 200	da	n
da82.	NEFAZODONE HCL TAB 200mg	da	n
da82.	Nefazodone Hydrochloride Tablets 200 mg	da	n
da82.	NEFAZODONE tabs 200mg	da	n
da83.	Dutonin 100mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	da	n
da83.	DUTONIN TAB 100	da	n
da83.	DUTONIN TAB 100mg	da	n
da83.	DUTONIN tablets 100mg	da	n
da83.	DUTONIN tabs 100mg	da	n
da83.	DUTONIN TABS 100MG	da	n
da84.	Dutonin 200mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	da	n
da84.	DUTONIN TAB 200	da	n
da84.	DUTONIN TAB 200mg	da	n
da84.	DUTONIN tabs 200mg	da	n
da85.	NEFAZODONE starter pack	da	n
da85.	Nefazodone Starter pack	da	n
da91.	Cipramil tablets 20mg	da	n
da91.	CIPRAMIL tablets 20mg	da	n
da91.	CITALOPRAM	da	n
da91.	CITALOPRAM 20MG	da	n
da91.	Citalopram 20mg tablets	da	n
da91.	CITALOPRAM 20mg tablets	da	n
da91.	CITALOPRAM HYDROBROM TAB 20	da	n
da91.	Citalopram Hydrobromide  Tablets  20 mg	da	n
da91.	CITALOPRAM HYDROBROMIDE TAB 20	da	n
da91.	CITALOPRAM HYDROBROMIDE TAB 20mg	da	n
da91.	Citalopram Hydrobromide Tablets 20 mg	da	n
da91.	Citalopram Hydrobromide Tablets 20mg	da	n
da91.	CITALOPRAM TAB 20MG	da	n
da91.	CITALOPRAM tablets 20mg	da	n
da91.	citalopram tablets 20mg	da	n
da91.	Citalopram tablets 20mg	da	n
da91.	CITALOPRAM TABLETS 20MG	da	n
da91.	CITALOPRAM tabs 20 mg	da	n
da91.	CITALOPRAM TABS 20 MG	da	n
da91.	CITALOPRAM tabs 20mg	da	n
da91.	CITALOPRAM TABS 20MG	da	n
da92.	CIPRAMIL	da	n
da92.	Cipramil  Tablets  20 mg	da	n
da92.	CIPRAMIL 20mg tablets	da	n
da92.	Cipramil 20mg tablets (Lundbeck Ltd)	da	n
da92.	CIPRAMIL TAB 20	da	n
da92.	Cipramil Tablets 20 mg	da	n
da92.	CIPRAMIL tablets 20mg	da	n
da92.	Cipramil tablets 20mg	da	n
da92.	Cipramil Tablets 20mg	da	n
da92.	CIPRAMIL tabs 20mg	da	n
da92.	CIPRAMIL TABS 20MG	da	n
da93.	Citalopram 10mg tablets	da	n
da93.	CITALOPRAM 10mg tablets	da	n
da93.	Citalopram Hydrobromide  Tablets  10 mg	da	n
da93.	Citalopram Hydrobromide Tablets 10 mg	da	n
da93.	Citalopram Hydrobromide Tablets 10mg	da	n
da93.	CITALOPRAM TAB 10	da	n
da93.	CITALOPRAM tablets 10mg	da	n
da93.	citalopram tablets 10mg	da	n
da93.	Citalopram tablets 10mg	da	n
da93.	CITALOPRAM TABLETS 10MG	da	n
da93.	CITALOPRAM TABS 10 MG	da	n
da93.	CITALOPRAM tabs 10mg	da	n
da94.	Cipramil  Tablets  10 mg	da	n
da94.	Cipramil 10mg tablets (Lundbeck Ltd)	da	n
da94.	CIPRAMIL TAB 10	da	n
da94.	CIPRAMIL TAB 10mg	da	n
da94.	Cipramil Tablets 10 mg	da	n
da94.	CIPRAMIL tablets 10mg	da	n
da94.	CIPRAMIL tabs 10mg	da	n
da94.	CIPRAMIL TABS 10MG	da	n
da95.	Citalopram 40mg tablets	da	n
da95.	CITALOPRAM 40mg tablets	da	n
da95.	Citalopram Hydrobromide  Tablets  40 mg	da	n
da95.	Citalopram tablets 40mg	da	n
da95.	CITALOPRAM tablets 40mg	da	n
da95.	CITALOPRAM tabs 40mg	da	n
da96.	Cipramil 40mg tablets (Lundbeck Ltd)	da	n
da96.	CIPRAMIL tabs 40mg	da	n
da9z.	Citalopram 40mg/ml oral drops sugar free	da	n
da9z.	CITALOPRAM oral drops 40mg/ml	da	n
daA1.	Reboxetine  Tablets  4 mg	da	n
daA1.	Reboxetine 4mg tablets	da	n
daA1.	REBOXETINE 4mg tablets	da	n
daA1.	REBOXETINE TAB 4mg	da	n
daA1.	reboxetine tablets 4mg	da	n
daA1.	REBOXETINE tablets 4mg	da	n
daA1.	Reboxetine tablets 4mg	da	n
daA1.	REBOXETINE tabs 4mg	da	n
daB..	Mirtazapine 15mg/ml oral solution sugar free	da	n
daB1.	Mirtazapine  Tablets  30 mg	da	n
daB1.	Mirtazapine 30mg tablets	da	n
daB1.	MIRTAZAPINE TAB 30mg	da	n
daB1.	Mirtazapine Tablets 30 mg	da	n
daB1.	MIRTAZAPINE tablets 30mg	da	n
daB1.	Mirtazapine Tablets 30mg	da	n
daB1.	Mirtazapine tablets 30mg	da	n
daB1.	mirtazapine tablets 30mg	da	n
daB1.	MIRTAZAPINE tabs 30mg	da	n
daB2.	Zispin 30mg tablets (Organon Laboratories Ltd)	da	n
daB2.	ZISPIN TAB 30	da	n
daB2.	ZISPIN TAB 30mg	da	n
daB2.	ZISPIN tabs 30mg	da	n
daB3.	Mirtazapine 30mg orodispersible tablets	da	n
daB3.	MIRTAZAPINE orodisp tab 30mg	da	n
daB4.	ZISPIN SOLTAB 30mg	da	n
daB4.	Zispin SolTab 30mg orodispersible tablets (Merck Sharp & Dohme Ltd)	da	n
daB5.	Mirtazapine 15mg orodispersible tablets	da	n
daB5.	MIRTAZAPINE orodisp tab 15mg	da	n
daB5.	mirtazapine orodispersible tablet 15mg	da	n
daB6.	ZISPIN SOLTAB 15mg	da	n
daB6.	Zispin SolTab 15mg orodispersible tablets (Merck Sharp & Dohme Ltd)	da	n
daB7.	Mirtazapine 45mg orodispersible tablets	da	n
daB7.	MIRTAZAPINE orodisp tab 45mg	da	n
daBy.	Mirtazapine 45mg tablets	da	n
daBy.	mirtazapine tablets 45mg	da	n
daBy.	Mirtazapine Tablets 45mg	da	n
daBy.	MIRTAZAPINE tabs 45mg	da	n
daBz.	Mirtazapine  Tablets  15 mg	da	n
daBz.	Mirtazapine 15mg tablets	da	n
daBz.	Mirtazapine Tablets 15 mg	da	n
daBz.	Mirtazapine Tablets 15mg	da	n
daBz.	MIRTAZAPINE tabs 15mg	da	n
daC1.	Escitalopram  Tablets  10 mg	da	n
daC1.	Escitalopram 10mg tablets	da	n
daC1.	Escitalopram Tablets 10 mg	da	n
daC1.	ESCITALOPRAM tablets 10mg	da	n
daC1.	escitalopram tablets 10mg	da	n
daC1.	ESCITALOPRAM tabs 10mg	da	n
daC2.	Cipralex 10mg tablets (Lundbeck Ltd)	da	n
daC2.	Cipralex Tablets 10 mg	da	n
daC2.	CIPRALEX tabs 10mg	da	n
daC3.	Escitalopram 20mg tablets	da	n
daC3.	escitalopram tablets 20mg	da	n
daC3.	ESCITALOPRAM tabs 20mg	da	n
daC4.	Cipralex 20mg tablets (Lundbeck Ltd)	da	n
daC4.	CIPRALEX tabs 20mg	da	n
daC5.	Escitalopram  Tablets  5 mg	da	n
daC5.	Escitalopram 5mg tablets	da	n
daC5.	Escitalopram Tablets 5 mg	da	n
daC5.	ESCITALOPRAM tabs 5mg	da	n
daC6.	Cipralex 5mg tablets (Lundbeck Ltd)	da	n
daC6.	Cipralex Tablets 5 mg	da	n
daC6.	CIPRALEX tabs 5mg	da	n
daC8.	CIPRALEX oral drops 10mg/ml	da	n
daD1.	Valdoxan 25mg tablets (Servier Laboratories Ltd)	da	n
daD1.	VALDOXAN tabs 25mg	da	n
daD2.	Agomelatine 25mg tablets	da	n
daD2.	AGOMELATINE tabs 25mg	da	n
daE4.	Vortioxetine 10mg tablets	da	n
di1c.	ASPIRIN NUSEALS TAB 300	di	y
di1c.	Nu-seals aspirin ec 300mg Gastro-resistant tablet (Eli Lilly and Company Ltd)	di	y
di1c.	NU-SEALS ASPIRIN EC tab 300mg	di	y
di1c.	NU-SEALS ASPIRIN TAB 300mg	di	y
di1c.	nuseal aspirin 300mg tab	di	y
di1f.	ASPIRIN 300mg e/c tablets	di	y
di1f.	Aspirin 300mg gastro-resistant tablets	di	y
di1f.	ASPIRIN E/C TAB 300	di	y
di1f.	ASPIRIN E/C TAB 300mg	di	y
di1f.	Aspirin E/C Tablets 300 mg	di	y
di1f.	ASPIRIN EC 300MG	di	y
di1f.	ASPIRIN ec tab 300mg	di	y
di1f.	ASPIRIN EC TAB 300MG	di	y
di1f.	aspirin ec tablets 300mg	di	y
di1f.	Aspirin enteric coated tablets 300mg	di	y
di1o.	Aspirin 150mg suppositories	di	y
di2..	Paracetamol 120mg soluble tablets sugar free	di	y
di21.	Mandanol 500mg caplets (M & A Pharmachem Ltd)	di	y
di21.	PARACET TAB 500MG	di	y
di21.	Paracetamol  Tablets  500 mg	di	y
di21.	Paracetamol 500 mg tablets	di	y
di21.	PARACETAMOL 500MG	di	y
di21.	PARACETAMOL 500mg	di	y
di21.	Paracetamol 500mg caplets (A A H Pharmaceuticals Ltd)	di	y
di21.	Paracetamol 500mg caplets (Accord Healthcare Ltd)	di	y
di21.	Paracetamol 500mg caplets (Actavis UK Ltd)	di	y
di21.	Paracetamol 500mg caplets (Alliance Healthcare (Distribut...	di	y
di21.	Paracetamol 500mg caplets (Alliance Healthcare (Distribution) Ltd)	di	y
di21.	Paracetamol 500mg caplets (Galpharm International Ltd)	di	y
di21.	Paracetamol 500mg caplets (J M McGill Ltd)	di	y
di21.	Paracetamol 500mg caplets (Phoenix Healthcare Distributio...	di	y
di21.	Paracetamol 500mg caplets (Teva UK Ltd)	di	y
di21.	Paracetamol 500mg caplets (Vantage)	di	y
di21.	Paracetamol 500mg tablets	di	y
di21.	PARACETAMOL 500mg tablets	di	y
di21.	PARACETAMOL 500mg tabs	di	y
di21.	PARACETAMOL TAB 500	di	y
di21.	PARACETAMOL TAB 500mg	di	y
di21.	Paracetamol Tablets 500 mg	di	y
di21.	PARACETAMOL TABLETS 500 MG	di	y
di21.	PARACETAMOL tablets 500mg	di	y
di21.	paracetamol tablets 500mg	di	y
di21.	Paracetamol tablets 500mg	di	y
di21.	Paracetamol Tablets 500mg	di	y
di21.	PARACETAMOL tabs 500 MG	di	y
di21.	PARACETAMOL TABS 500 MG	di	y
di21.	PARACETAMOL tabs 500 mg	di	y
di21.	PARACETAMOL tabs 500mg	di	y
di21.	PARACETAMOL TABS 500MG	di	y
di22.	Paracetamol  Soluble tablets  500 mg	di	y
di22.	Paracetamol  Soluble Tablets  500 mg	di	y
di22.	Paracetamol 500mg soluble tablets	di	y
di22.	PARACETAMOL 500mg soluble tabs	di	y
di22.	PARACETAMOL EFFERVES TAB 500	di	y
di22.	PARACETAMOL EFFERVESCENT TAB 500	di	y
di22.	PARACETAMOL sol tab 500mg	di	y
di22.	PARACETAMOL SOL TAB 500MG	di	y
di22.	PARACETAMOL SOLUBLE TAB 500	di	y
di22.	PARACETAMOL SOLUBLE tab 500 MG	di	y
di22.	PARACETAMOL SOLUBLE TAB 500mg	di	y
di22.	PARACETAMOL soluble tab 500mg	di	y
di22.	PARACETAMOL SOLUBLE TABLET 500 MG	di	y
di22.	paracetamol soluble tablet 500mg	di	y
di22.	Paracetamol soluble tablet 500mg	di	y
di22.	Paracetamol Soluble Tablet 500mg	di	y
di22.	PARACETAMOL soluble tablet 500mg	di	y
di22.	Paracetamol Soluble Tablets 500 mg	di	y
di22.	PARACETAMOL TABS, SOLUBLE  500 MG	di	y
di24.	Paracetamol 250mg/5ml oral suspension	di	y
di24.	PARACETAMOL SUS 250mg	di	y
di24.	PARACETAMOL susp 250mg/5ml	di	y
di29.	Panadol 500mg capsules (GlaxoSmithKline Consumer Healthcare)	di	y
di29.	PANADOL caps 500mg	di	y
di2E.	PARACETAMOL supp 500mg	di	y
di2G.	PARACETAMOL 500MG/METHIONINE 100MG TAB	di	y
di2I.	Paracetamol 250mg orodispersible tablets sugar free	di	y
di2I.	PARACETAMOL dissolving tab 250mg	di	y
di2n.	Paracetamol 120mg/5ml oral suspension	di	y
di2n.	Paracetamol 120mg/5ml oral suspension paediatric (Rosemon...	di	y
di2n.	PARACETAMOL oral susp paed 120mg/5ml	di	y
di2q.	Paracetamol  Capsules  500 mg	di	y
di2q.	Paracetamol 500mg capsules	di	y
di2q.	PARACETAMOL 500mg capsules	di	y
di2q.	PARACETAMOL CAP 500	di	y
di2q.	PARACETAMOL CAP 500mg	di	y
di2q.	PARACETAMOL caps 500mg	di	y
di2q.	Paracetamol Capsules 500 mg	di	y
di2q.	PARACETAMOL capsules 500mg	di	y
di2q.	paracetamol capsules 500mg	di	y
di2s.	Paracetamol 120mg/5ml oral solution paediatric sugar free	di	y
di2s.	PARACETAMOL sf paed oral soln 120mg/5ml	di	y
di2u.	Paracetamol 250mg/5ml oral suspension sugar free	di	y
di2U.	PARACETAMOL sach 1g	di	y
di2u.	PARACETAMOL sf susp 250mg/5ml	di	y
di51.	PROGESIC TAB 200mg	di	y
di5z.	FENOPROFEN TAB 200mg	di	y
di81.	Synflex 275mg tablets (Roche Products Ltd)	di	y
di81.	SYNFLEX 275mg tabs	di	y
di81.	SYNFLEX TAB 275	di	y
di81.	SYNFLEX TAB 275mg	di	y
di81.	Synflex tablets 275mg	di	y
di81.	SYNFLEX tabs 275mg	di	y
di8z.	Naproxen sodium 275mg tablets	di	y
di8z.	NAPROXEN SODIUM TAB 275	di	y
di8z.	NAPROXEN SODIUM TAB 275mg	di	y
di8z.	Naproxen Sodium Tablets 275 mg	di	y
di8z.	NAPROXEN SODIUM tablets 275mg	di	y
di8z.	naproxen sodium tablets 275mg	di	y
di8z.	NAPROXEN SODIUM tabs 275mg	di	y
di91.	Acupan 30mg Tablet (3M Health Care Ltd)	di	y
di91.	Acupan 30mg tablets (Meda Pharmaceuticals Ltd)	di	y
di91.	ACUPAN TAB 30	di	y
di91.	ACUPAN TAB 30mg	di	y
di91.	ACUPAN tabs 30 MG	di	y
di91.	ACUPAN tabs 30mg	di	y
di9y.	Nefopam 30mg tablets	di	y
di9y.	NEFOPAM HYDROCHLORID TAB 30	di	y
di9y.	NEFOPAM HYDROCHLORIDE TAB 30mg	di	y
di9y.	Nefopam Hydrochloride Tablets 30 mg	di	y
di9y.	NEFOPAM tablets 30mg	di	y
di9y.	NEFOPAM tabs 30mg	di	y
dia2.	CO-CODAMOL	di	y
dia2.	CO-CODAMOL (codeine & paracetamol) tabs 8mg+500mg	di	y
dia2.	co-codamol (codeine and paracetamol) tablets 8mg+500mg	di	y
dia2.	Co-codamol 8 mg + 500 mg tablets	di	y
dia2.	Co-Codamol 8/500  Tablets	di	y
dia2.	Co-Codamol 8/500 Tablets	di	y
dia2.	Co-codamol 8mg/500mg caplets (Actavis UK Ltd)	di	y
dia2.	Co-codamol 8mg/500mg caplets (DE Pharmaceuticals)	di	y
dia2.	Co-codamol 8mg/500mg caplets (Vantage)	di	y
dia2.	Co-codamol 8mg/500mg tablets	di	y
dia2.	CO-CODAMOL 8mg/500mg tablets	di	y
dia2.	CO-CODAMOL TAB	di	y
dia2.	CO-CODAMOL TAB 8MG/500MG	di	y
dia2.	CO-CODAMOL TABLETS	di	y
dia2.	Co-codamol Tablets	di	y
dia2.	CO-CODAMOL TABLETS 500 MG + 8 MG	di	y
dia2.	CO-CODAMOL tablets 8/500	di	y
dia2.	CO-CODAMOL TABLETS 8/500	di	y
dia2.	Co-codamol tablets 8/500	di	y
dia2.	co-codamol tablets 8mg+500mg	di	y
dia2.	CO-CODAMOL tablets 8mg+500mg	di	y
dia2.	Co-codamol tablets 8mg+500mg	di	y
dia2.	Co-codamol Tablets N/A	di	y
dia2.	CO-CODAMOL tabs	di	y
dia2.	CO-CODAMOL TABS 8/500	di	y
dia2.	CO-CODAMOL tabs 8/500	di	y
dia2.	CO-CODAMOL tabs 8mg+500mg	di	y
dia2.	CO-CODAMOL TABS 8MG+500MG	di	y
dia2.	CODEINE PHOSPHATE + PARACETAMOL tabs 8mg + 500mg	di	y
dia2.	Codeine phosphate 8mg with paracetamol 500mg tablets	di	y
dia2.	Codeine phosphate with paracetamol tablets 8mg + 500mg	di	y
dia2.	PARACET 500/CODEINE PHOS 8MG DIS	di	y
dia2.	PARACETAMOL + CODEINE PHOSPHATE tabs 500mg + 8mg	di	y
dia2.	Paracetamol 500mg with codeine phosphate 8mg tablet	di	y
dia2.	PARACETAMOL WITH CODEINE PHOSPHATE tablets 500m	di	y
dia2.	Paracetamol with codeine phosphate tablets 500mg + 8mg	di	y
dia4.	ASPIRIN + CODEINE tabs 400mg + 8mg	di	y
dia4.	Aspirin 400mg with Codeine 8mg tablets	di	y
dia4.	Aspirin with codeine tablets 400mg + 8mg	di	y
dia4.	CO-CODAPRIN TAB	di	y
dia5.	Co-codaprin 8mg/400mg dispersible tablets	di	y
dia5.	CO-CODAPRIN disp tab 8mg+400mg	di	y
dia6.	CO-DYDRAMOL	di	y
dia6.	CO-DYDRAMOL   1-2	di	y
dia6.	Co-Dydramol  Tablets	di	y
dia6.	CO-DYDRAMOL  tabs	di	y
dia6.	CO-DYDRAMOL (dihydrocodeine & paracetamol) tabs 10mg+500mg	di	y
dia6.	CO-DYDRAMOL 10/500	di	y
dia6.	Co-Dydramol 10/500  Tablets	di	y
dia6.	Co-Dydramol 10/500 Tablets	di	y
dia6.	Co-dydramol 10mg/500mg tablets	di	y
dia6.	CO-DYDRAMOL 10MG+500MG	di	y
dia6.	CO-DYDRAMOL 10mg+500mg	di	y
