bnf_code	drug_name	bnf_6	status	ptr_approved
0407010F0AAAHAH	CO-CODAMOL 30/500MG TABLETS	40701	y	yes_approved
0407010F0AAAHAH	CO-CODAMOL 30MG/500MG CAPLET TABLETS	40701	y	yes_approved
40701	CO-CODAMOL 30MG/500MG CAPLET TABLETS	40701	y	yes_approved
0407010F0AAAHAH	Co-Codamol 30mg/500mg Caplet TABS	40701	y	yes_approved
4070100	Co-codamol 30mg/500mg caplets (A A H Pharmaceuticals Ltd)	40701	y	yes_approved
4070100	Co-codamol 30mg/500mg caplets (AMCo)	40701	y	yes_approved
4070100	Co-codamol 30mg/500mg caplets (J M McGill Ltd)	40701	y	yes_approved
4070100	Co-codamol 30mg/500mg caplets (Kent Pharmaceuticals Ltd)	40701	y	yes_approved
4070100	Co-codamol 30mg/500mg caplets (Mawdsley-Brooks & Company ...	40701	y	yes_approved
4070100	Co-codamol 30mg/500mg caplets (Mercury Pharma Group Ltd)	40701	y	yes_approved
4070100	Co-codamol 30mg/500mg caplets (Waymade Healthcare Plc)	40701	y	yes_approved
4070100	Co-codamol 30mg/500mg caplets (Wockhardt UK Ltd)	40701	y	yes_approved
0407010F0AAADAD	Co-Codamol 30mg/500mg CAPS	40701	y	yes_approved
0407010F0AAADAD	CO-CODAMOL 30MG/500MG CAPS	40701	y	yes_approved
4070100	Co-codamol 30mg/500mg capsules	40701	y	yes_approved
4070200	Co-codamol 30mg/500mg capsules	40702	y	yes_approved
0407010F0AAAQAQ	Co-Codamol 30mg/500mg Effervescent Powder Lemon SACH	40701	y	yes_approved
0407010F0AAAQAQ	CO-CODAMOL 30MG/500MG EFFERVESCENT POWDER LEMON SACH	40701	y	yes_approved
0407010F0AAAFAF	CO-CODAMOL 30MG/500MG EFFERVESCENT TABLETS	40701	y	yes_approved
4070100	Co-codamol 30mg/500mg effervescent tablets	40701	y	yes_approved
4070200	Co-codamol 30mg/500mg effervescent tablets	40702	y	yes_approved
0407010F0AAAFAF	Co-Codamol 30mg/500mg Effervescent TABS	40701	y	yes_approved
4070100	Co-codamol 30mg/500mg tablets	40701	y	yes_approved
0407010F0AAAHAH	CO-CODAMOL 30MG/500MG TABLETS	40701	y	yes_approved
4070200	Co-codamol 30mg/500mg tablets	40702	y	yes_approved
0407010F0AAAHAH	Co-codamol 30mg/500mg tablets	40701	y	yes_approved
0407010F0AAAHAH	Co-Codamol 30mg/500mg TABS	40701	y	yes_approved
0407010F0AAABAB	Co-Codamol 8/500  Capsules	40701	y	yes_approved
0407010F0AAAAAA	Co-Codamol 8/500  Dispersible tablets	40701	y	yes_approved
0407010F0AAAAAA	Co-Codamol 8/500  Dispersible Tablets	40701	y	yes_approved
0407010F0AAAAAA	Co-Codamol 8/500  Tablets	40701	y	yes_approved
0407010F0AAACAC	Co-Codamol 8/500 Effervescent  Tablets	40701	y	yes_approved
0407010F0AAAAAA	CO-CODAMOL 8/500MG TABLETS	40701	y	yes_approved
4070100	Co-codamol 8mg/500mg caplets (Actavis UK Ltd)	40701	y	yes_approved
4070100	Co-codamol 8mg/500mg caplets (DE Pharmaceuticals)	40701	y	yes_approved
4070100	Co-codamol 8mg/500mg caplets (Doncaster Pharmaceuticals Ltd)	40701	y	yes_approved
4070100	Co-codamol 8mg/500mg caplets (Vantage)	40701	y	yes_approved
0407010F0AAABAB	Co-Codamol 8mg/500mg CAPS	40701	y	yes_approved
0407010F0AAABAB	CO-CODAMOL 8MG/500MG CAPS	40701	y	yes_approved
4070200	Co-codamol 8mg/500mg capsules	40702	y	yes_approved
4070100	Co-codamol 8mg/500mg capsules	40701	y	yes_approved
0407010F0AAACAC	CO-CODAMOL 8MG/500MG EFFERVESCENT TABLETS	40701	y	yes_approved
4070100	Co-codamol 8mg/500mg effervescent tablets	40701	y	yes_approved
4070200	Co-codamol 8mg/500mg effervescent tablets	40702	y	yes_approved
0407010F0AAACAC	Co-Codamol 8mg/500mg Effervescent TABS	40701	y	yes_approved
4070100	Co-codamol 8mg/500mg tablets	40701	y	yes_approved
0407010F0AAAAAA	CO-CODAMOL 8MG/500MG TABLETS	40701	y	yes_approved
4070200	Co-codamol 8mg/500mg tablets	40702	y	yes_approved
0407010F0AAAAAA	Co-Codamol 8mg/500mg TABS	40701	y	yes_approved
0407010F0AAAHAH	CO-CODAMOL CAPLET 30/500MG CAPLET	40701	y	yes_approved
0407010F0AAAAAA	CO-CODAMOL DISP TABLETS 8MG+500MG	40701	y	yes_approved
0407010F0AAAAAA	CO-CODAMOL DISPERSIBLE TABLETS 8MG+500MG	40701	y	yes_approved
0407010F0AAAFAF	CO-CODAMOL EFF 30MG/500MG TAB TAB-P42 0	40701	y	yes_approved
0407010F0AAAAAA	CO-CODAMOL TABLETS	40701	y	yes_approved
40701	CO-CODAMOL TABLETS 15MG + 500MG	40701	y	yes_approved
0407010F0AAAAAA	CO-CODAMOL TABLETS 8/500-P42 0	40701	y	yes_approved
0407010F0AAAAAA	CO-CODAMOL TABLETS 8/500MG	40701	y	yes_approved
0407010F0AAAAAA	CO-CODAMOL TABLETS 8MG+500MG	40701	y	yes_approved
0407010F0AAAHAH	CO-CODAMOL tablets TAB 30mg+500mg-P42 0	40701	y	yes_approved
4070200	CO-CODAMOL tabs 15mg + 500mg	40702	y	yes_approved
0407010F0AAAAAA	CO-CODAMOL-P42 TABLETS DISP	40701	y	yes_approved
0407010M0AAABAB	Co-Codaprin 8mg/400mg Dispersible TABS	40701	y	yes_approved
0407010M0AAABAB	Co-Codaprin Dispersible  Tablets	40701	y	yes_approved
0407010N0AAAAAA	Co-Dydramol  Tablets	40701	y	yes_approved
0407010N0AAAAAA	Co-Dydramol 10/500  Tablets	40701	y	yes_approved
0407010N0AAAAAA	CO-DYDRAMOL 10MG/500MG TABLETS	40701	y	yes_approved
4070100	Co-dydramol 10mg/500mg tablets	40701	y	yes_approved
4070200	Co-dydramol 10mg/500mg tablets	40702	y	yes_approved
0407010N0AAAAAA	Co-Dydramol 10mg/500mg TABS	40701	y	yes_approved
40701	CO-DYDRAMOL 20MG/500MG TABLETS	40701	y	yes_approved
0407010X0BIAAAH	CO-DYDRAMOL 20MG/500MG TABLETS	40701	y	yes_approved
40701	Co-Dydramol 20mg/500mg TABS	40701	y	yes_approved
40701	CO-DYDRAMOL 30MG/500MG TABLETS	40701	y	yes_approved
0407010X0BIABAI	CO-DYDRAMOL 30MG/500MG TABLETS	40701	y	yes_approved
40701	Co-Dydramol 30mg/500mg TABS	40701	y	yes_approved
0407010N0AAAAAA	CO-DYDRAMOL TABLET	40701	y	yes_approved
0407010N0AAAAAA	CO-DYDRAMOL TABLETS	40701	y	yes_approved
0407010N0AAAAAA	CO-DYDRAMOL TABLETS 10MG+500MG	40701	y	yes_approved
0407010N0AAAAAA	CO-DYDRAMOL TABS	40701	y	yes_approved
4070100	CO-DYDRAMOL tabs 10mg+500mg	40701	y	yes_approved
0407010Q0AAAAAA	Co-Proxamol  Tablets	40701	y	yes_approved
0407010Q0AAAAAA	CO-PROXAMOL 32.5MG/325MG TABLETS	40701	y	yes_approved
4070100	Co-proxamol 32.5mg/325mg tablets	40701	y	yes_approved
0407010Q0AAAAAA	Co-Proxamol 32.5mg/325mg TABS	40701	y	yes_approved
0407010Q0AAAAAA	CO-PROXAMOL TABLET	40701	y	yes_approved
0407010Q0AAAAAA	CO-PROXAMOL TABLETS	40701	y	yes_approved
0407010Q0AAAAAA	CO-PROXAMOL TABLETS 32.5/325	40701	y	yes_approved
0407010Q0AAAAAA	CO-PROXAMOL TABLETS 32.5MG + 325MG	40701	y	yes_approved
0407010Q0AAAAAA	CO-PROXAMOL TABLETS 325MG+32.5MG	40701	y	yes_approved
0407010Q0AAAAAA	CO-PROXAMOL tablets TAB 32.5mg+325mg-P42 0	40701	y	yes_approved
0407010Q0AAAAAA	CO-PROXAMOL TABLETS TABLETS	40701	y	yes_approved
0407010Q0AAAAAA	CO-PROXAMOL TABS	40701	y	yes_approved
4070100	CO-PROXAMOL tabs 32.5mg + 325mg	40701	y	yes_approved
0407010Q0AAAAAA	Co-proxamol-P42 tablet	40701	y	yes_approved
0407010Q0AAAAAA	CO-PROXAMOL-P42 TABLET	40701	y	yes_approved
0407010Q0AAAAAA	CO-PROXAMOL-P42 tabs	40701	y	yes_approved
0407010F0AAAAAA	COCODAMOL 8/500G TABLETS	40701	y	yes_approved
0407010F0AAAAAA	COCODAMOL DISP. 8/500 TABLET	40701	y	yes_approved
0407010F0AAAAAA	COCODAMOL DISPERSIBLE 8/500MG TABLETS	40701	y	yes_approved
0407010F0AAACAC	COCODAMOL EFFERVESCENT COCODAMOL EFFER	40701	y	yes_approved
0407010F0AAAAAA	COCODAMOL TABLETS	40701	y	yes_approved
1001010J0B8AAAR	CODAFEN CONTINUS TABLETS	100101	y	yes_approved
1001010J0B8AAAR	Codafen Continus TABS	100101	y	yes_approved
4070200	Codeine 15mg tablets	40702	y	yes_approved
4070200	Codeine 25mg/5ml oral solution	40702	y	yes_approved
4070200	Codeine 30mg tablets	40702	y	yes_approved
4070200	Codeine 60mg tablets	40702	y	yes_approved
0407020C0AAABAB	Codeine Phosphate  Syrup  25 mg/5 ml	40702	y	yes_approved
0407020C0AAADAD	Codeine Phosphate  Tablets  15 mg	40702	y	yes_approved
0407020C0AAAEAE	Codeine Phosphate  Tablets  30 mg	40702	y	yes_approved
0407020C0AAAFAF	Codeine Phosphate  Tablets  60 mg	40702	y	yes_approved
0407020C0AAABAB	Codeine Phosphate Oral SOLN 25MG/5ML	40702	y	yes_approved
0407020C0AAABAB	CODEINE PHOSPHATE SYRUP 25MG/5ML	40702	y	yes_approved
0407020C0AAADAD	CODEINE PHOSPHATE TABLETS 15MG	40702	y	yes_approved
0407020C0AAAEAE	CODEINE PHOSPHATE TABLETS 30MG	40702	y	yes_approved
0407020C0AAAEAE	Codeine Phosphate TABLETS 30MG	40702	y	yes_approved
0407020C0AAAFAF	CODEINE PHOSPHATE TABLETS 60MG	40702	y	yes_approved
0407020C0AAADAD	Codeine Phosphate TABS 15MG	40702	y	yes_approved
0407020C0AAAEAE	Codeine Phosphate TABS 30MG	40702	y	yes_approved
0407020C0AAAFAF	Codeine Phosphate TABS 60MG	40702	y	yes_approved
0407020C0AAAEAE	Codeine phosphate-P42 30mg tablet	40702	y	yes_approved
0407020C0AAAEAE	CODEINE PHOSPHATE-P42 30MG TABLET	40702	y	yes_approved
0407020C0AAAEAE	CODEINE PHOSPHATE-P42 30MG TABLETS	40702	y	yes_approved
0407020C0AAAFAF	Codeine phosphate-P42 60mg tablet	40702	y	yes_approved
4070200	Codipar 15mg/500mg caplets (Mercury Pharma Group Ltd)	40702	y	yes_approved
4070100	Codipar 15mg/500mg capsules (Mercury Pharma Group Ltd)	40701	y	yes_approved
4070100	Codipar 15mg/500mg effervescent tablets (AMCo)	40701	y	yes_approved
4070200	Codipar 15mg/500mg tablets (AMCo)	40702	y	yes_approved
4070100	Codipar 15mg/500mg tablets (Mercury Pharma Group Ltd)	40701	y	yes_approved
4070200	Codipar 15mg/500mg tablets (Mercury Pharma Group Ltd)	40702	y	yes_approved
0407010N0AAAAAA	CODYDRAMOL TAB	40701	y	yes_approved
0407010N0AAAAAA	CODYDRAMOL TABLETS	40701	y	yes_approved
1001010P0BQAAAU	Condrotec TABS	100101	y	yes_approved
0407010Q0AAAAAA	COPROXAMOL 32.5MG/325MG TAB	40701	y	yes_approved
0407010Q0AAAAAA	COPROXAMOL TABLET	40701	y	yes_approved
0407010Q0AAAAAA	COPROXAMOL TABLETS	40701	y	yes_approved
0407010Q0AAAAAA	COPROXAMOL TABS	40701	y	yes_approved
100101	Cuprofen Plus  Tablets	100101	y	yes_approved
40304	Cymbalta  Gastro-resistant Capsules  30 mg	40304	y	
4030400	Cymbalta 60mg gastro-resistant capsules (Eli Lilly and Co...	40304	y	
100302	Deep Freeze Cold  Gel  2 %	100302	n	
100302	Deep Freeze Cold GEL 2%	100302	n	
100302	Deep Heat Maximum Strength  Cream	100302	n	
10030200	Deep Heat Maximum Strength cream (The Mentholatum Company...	100302	n	
1003020P0BEAAAC	Deep Relief  Gel	100302	n	
10010100	Dexibuprofen 300mg tablets	100101	y	yes_approved
100101	DEXIBUPROFEN TABLETS 300MG	100101	y	yes_approved
100101	DEXKETOPROFEN TABLETS 25MG	100101	y	yes_approved
100101	Dexketoprofen TABS 25MG	100101	y	yes_approved
100101	Dexketoprofen Trometamol  Tablets  25 mg	100101	y	yes_approved
0407020G0BBACAF	Dhc Continus  M/R tablets  120 mg	40702	y	yes_approved
0407020G0BBAAAD	Dhc Continus  M/R tablets  60 mg	40702	y	yes_approved
0407020G0BBAAAD	Dhc Continus  M/R Tablets  60 mg	40702	y	yes_approved
0407020G0BBABAE	Dhc Continus  M/R tablets  90 mg	40702	y	yes_approved
4070200	DHC Continus 120mg tablets (Napp Pharmaceuticals Ltd)	40702	y	yes_approved
4070200	DHC Continus 60mg tablets (Napp Pharmaceuticals Ltd)	40702	y	yes_approved
4070200	DHC Continus 90mg tablets (Napp Pharmaceuticals Ltd)	40702	y	yes_approved
0407020G0BBACAF	DHC CONTINUS TABLETS 120MG	40702	y	yes_approved
0407020G0BBAAAD	DHC CONTINUS TABLETS 60MG	40702	y	yes_approved
0407020G0BBABAE	DHC CONTINUS TABLETS 90MG	40702	y	yes_approved
0407020G0BBACAF	Dhc Continus TABS 120MG	40702	y	yes_approved
0407020G0BBAAAD	Dhc Continus TABS 60MG	40702	y	yes_approved
4070200	DHC CONTINUS tabs 60mg	40702	y	yes_approved
0407020G0BBABAE	Dhc Continus TABS 90MG	40702	y	yes_approved
0407020G0BBAAAD	Dhc continus-P42 60mg tablet	40702	y	yes_approved
4070200	Diamorphine 100mg powder for solution for injection ampoules	40702	y	yes_approved
4070200	Diamorphine 10mg powder for solution for injection ampoules	40702	y	yes_approved
4070200	Diamorphine 10mg powder for solution for injection vials	40702	y	yes_approved
4070200	Diamorphine 30mg powder for solution for injection ampoules	40702	y	yes_approved
4070200	Diamorphine 5mg powder for solution for injection ampoules	40702	y	yes_approved
4070200	Diamorphine 5mg powder for solution for injection vials	40702	y	yes_approved
0407020K0AAABAB	Diamorphine Hydrochloride  Injection  10mg/amp	40702	y	yes_approved
0407020K0AAAEAE	Diamorphine Hydrochloride  Injection  30mg/amp	40702	y	yes_approved
0407020K0AAAAAA	Diamorphine Hydrochloride  Injection  5mg/amp	40702	y	yes_approved
100302	Diclofenac  Cutaneous Spray  4 %	100302	n	
100302	Diclofenac  Medicated Plaster  1 % Patch	100302	y	
100101	DICLOFENAC  TABLETS 50MG TABLETS	100101	y	yes_approved
10030250	Diclofenac 1.16% gel	100302	n	
10030250	Diclofenac 1% gel	100302	n	
1001010C0AAAFAF	DICLOFENAC 100 MGS 100 MGS.	100101	y	yes_approved
1001010C0AAAFAF	DICLOFENAC 100MG	100101	y	yes_approved
10010100	Diclofenac 100mg suppositories	100101	y	yes_approved
10030250	Diclofenac 16mg/ml topical solution	100302	n	yes_approved
10030250	Diclofenac 2.32% gel	100302	n	
10030250	Diclofenac 2% gel	100302	n	
10010100	Diclofenac 25mg suppositories	100101	y	yes_approved
100101	DICLOFENAC 50 MG TAB	100101	y	yes_approved
100101	DICLOFENAC 50/MISOPROSTOL 200 TAB.	100101	y	yes_approved
100101	DICLOFENAC 50MG	100101	y	yes_approved
10010100	Diclofenac 50mg dispersible tablets sugar free	100101	y	yes_approved
100101	DICLOFENAC 50MG EC TAB	100101	y	yes_approved
10010100	Diclofenac 50mg suppositories	100101	y	yes_approved
100101	DICLOFENAC 50MG TAB	100101	y	yes_approved
1001010C0AAAEAE	DICLOFENAC 50MG TABLETS	100101	y	yes_approved
100101	DICLOFENAC 50MG tabs	100101	y	yes_approved
1001010C0AAARAR	DICLOFENAC 75MG DR CAPS DUAL-RELEASE CAP	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC 75MG TAB	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC 75MG TABLETS SR	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC 75MG TABS	100101	y	yes_approved
10010100	Diclofenac 75mg/3ml solution for injection ampoules	100101	y	yes_approved
100101	DICLOFENAC 75MG/MISOPROSTOL200 COMBINATION TABLETS	100101	y	yes_approved
100101	Diclofenac And Misoprostol  Tablets  50 mg + 200 micrograms	100101	y	yes_approved
100101	Diclofenac And Misoprostol  Tablets  75 mg + 200 micrograms	100101	y	yes_approved
1001010C0AAAWAW	DICLOFENAC CAPSULES 75MG DR	100101	y	yes_approved
1003020U0AAAAAA	Diclofenac Diethylammonium  Gel  1.16 %	100302	n	
100302	Diclofenac Diethylammonium  Gel  2.32 %	100302	n	
1001010C0AAARAR	diclofenac dual release CAPS 75	100101	y	yes_approved
1001010C0AAARAR	DICLOFENAC DUAL RELEASE CAPSULES 75 MG	100101	y	yes_approved
100101	DICLOFENAC EC 50MG TABLET	100101	y	yes_approved
100101	DICLOFENAC ENTERIC COATED TABLETS 50MG	100101	y	yes_approved
1003020U0AAAAAA	DICLOFENAC GEL 1.16%	100302	n	
1003020U0AAAAAA	DICLOFENAC GEL 1%	100302	n	
1001010C0AAAFAF	DICLOFENAC MODIFIED RELEASE TABLETS 100MG	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC MR 75MG TABS	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC MR TAB 75-P42 0	100101	y	yes_approved
100101	Diclofenac Potassium  Tablets  25 mg	100101	y	yes_approved
100101	Diclofenac Potassium  Tablets  50 mg	100101	y	yes_approved
10010100	Diclofenac potassium 25mg tablets	100101	y	yes_approved
10010100	Diclofenac potassium 50mg tablets	100101	y	yes_approved
100101	DICLOFENAC POTASSIUM TABLETS 25MG	100101	y	yes_approved
100101	DICLOFENAC POTASSIUM TABLETS 50MG	100101	y	yes_approved
100101	Diclofenac Potassium TABLETS 50MG	100101	y	yes_approved
100101	Diclofenac Potassium TABS 25MG	100101	y	yes_approved
100101	Diclofenac Potassium TABS 50MG	100101	y	yes_approved
1001010C0AAAFAF	Diclofenac Retard  Tablets  100 mg	100101	y	yes_approved
1001010C0AAAFAF	DICLOFENAC RETARD 100 MG	100101	y	yes_approved
1001010C0AAAFAF	DICLOFENAC RETARD 100MG TAB	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC RETARD 75MG TABLET	100101	y	yes_approved
1001010C0AAAFAF	DICLOFENAC RETARD TABS 100MG	100101	y	yes_approved
100101	DICLOFENAC SOD 25MG TAB	100101	y	yes_approved
100302	Diclofenac Sodium  Cutaneous Solution  16 mg/ml	100302	y	
1001010C0AAAJAJ	Diclofenac Sodium  Dispersible Tablets  50 mg	100101	y	yes_approved
1001010C0AAAJAJ	Diclofenac Sodium  Dispersible tablets  50 mg	100101	y	yes_approved
1001010C0AAAJAJ	Diclofenac Sodium  Dispersible tablets  Sugar Free 50 mg	100101	y	yes_approved
1001010C0AAARAR	Diclofenac Sodium  E/C  M/R capsules  75 mg	100101	y	yes_approved
1001010C0AAARAR	Diclofenac Sodium  E/C  M/R Capsules  75 mg	100101	y	yes_approved
100101	Diclofenac Sodium  E/c tablets  25 mg	100101	y	yes_approved
100101	Diclofenac Sodium  E/C Tablets  25 mg	100101	y	yes_approved
100101	Diclofenac Sodium  E/c tablets  50 mg	100101	y	yes_approved
100101	Diclofenac Sodium  E/C Tablets  50 mg	100101	y	yes_approved
1001010C0AAAAAA	Diclofenac Sodium  Injection  25 mg/ml  3 ml ampoule	100101	y	yes_approved
1001010C0AAANAN	Diclofenac Sodium  M/R Capsules  100 mg	100101	y	yes_approved
1001010C0AAANAN	Diclofenac Sodium  M/R capsules  100 mg	100101	y	yes_approved
1001010C0AAAWAW	Diclofenac Sodium  M/R Capsules  75 mg	100101	y	yes_approved
1001010C0AAAWAW	Diclofenac Sodium  M/R capsules  75 mg	100101	y	yes_approved
1001010C0AAAFAF	Diclofenac Sodium  M/R Tablets  100 mg	100101	y	yes_approved
1001010C0AAAFAF	Diclofenac Sodium  M/R tablets  100 mg	100101	y	yes_approved
1001010C0AAALAL	Diclofenac Sodium  M/R Tablets  75 mg	100101	y	yes_approved
1001010C0AAALAL	Diclofenac Sodium  M/R tablets  75 mg	100101	y	yes_approved
1001010C0AAACAC	Diclofenac Sodium  Suppositories  100 mg	100101	y	yes_approved
1001010C0AAAUAU	Diclofenac Sodium  Suppositories  50 mg	100101	y	yes_approved
1001010C0AAADAD	Diclofenac Sodium  Tablets  25 mg	100101	y	yes_approved
1001010C0AAAEAE	Diclofenac Sodium  Tablets  50 mg	100101	y	yes_approved
10010100	Diclofenac sodium 100mg modified-release capsules	100101	y	yes_approved
10010100	Diclofenac sodium 100mg modified-release tablets	100101	y	yes_approved
1001010C0AAAFAF	DICLOFENAC SODIUM 100MG TAB RETARD	100101	y	yes_approved
100101	DICLOFENAC SODIUM 25 MGM TAB	100101	y	yes_approved
10010100	Diclofenac sodium 25mg gastro-resistant tablets	100101	y	yes_approved
100101	DICLOFENAC SODIUM 50 MG TABLET	100101	y	yes_approved
10010100	Diclofenac sodium 50mg gastro-resistant / Misoprostol 200...	100101	y	yes_approved
10010100	Diclofenac sodium 50mg gastro-resistant tablets	100101	y	yes_approved
100101	DICLOFENAC SODIUM 50MG TABS	100101	y	yes_approved
1001010C0AAARAR	DICLOFENAC SODIUM 75MG DUAL RELEASE CAPS	100101	y	yes_approved
10010100	Diclofenac sodium 75mg gastro-resistant modified-release ...	100101	y	yes_approved
10010100	Diclofenac sodium 75mg modified-release capsules	100101	y	yes_approved
10010100	Diclofenac sodium 75mg modified-release tablets	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SODIUM 75MG SR TAB	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SODIUM 75MG SR TABLET	100101	y	yes_approved
1001010C0AAALAL	diclofenac sodium 75mg sr tabs	100101	y	yes_approved
1001010C0AAAAAA	DICLOFENAC SODIUM AMP 3ML INJ 25MG/ML	100101	y	yes_approved
1003020U0AAAAAA	Diclofenac Sodium Aqueous GEL 1%	100302	n	
1003020U0AAAAAA	DICLOFENAC SODIUM AQUEOUS GEL 1%	100302	n	
1001010C0AAAJAJ	DICLOFENAC SODIUM DISPERSIBLE TABLETS 50MG	100101	y	yes_approved
1001010C0AAAJAJ	Diclofenac Sodium Dispersible TABLETS 50MG	100101	y	yes_approved
1001010C0AAAJAJ	Diclofenac Sodium Dispersible TABS 50MG	100101	y	yes_approved
10010100	DICLOFENAC SODIUM ec tab 50mg	100101	y	yes_approved
100101	DICLOFENAC SODIUM EC TABLETS 25MG	100101	y	yes_approved
100101	Diclofenac Sodium Ec TABLETS 25MG	100101	y	yes_approved
100101	DICLOFENAC SODIUM EC TABLETS 50MG	100101	y	yes_approved
100101	Diclofenac Sodium Ec TABLETS 50MG	100101	y	yes_approved
100101	Diclofenac Sodium Ec TABS 25MG	100101	y	yes_approved
100101	Diclofenac Sodium Ec TABS 50MG	100101	y	yes_approved
100101	DICLOFENAC SODIUM ENTERIC COATED TABLETS 25MG	100101	y	yes_approved
100101	DICLOFENAC SODIUM ENTERIC COATED TABLETS 50MG	100101	y	yes_approved
1001010C0AAANAN	Diclofenac Sodium Mr CAPS 100MG	100101	y	yes_approved
1001010C0AAAWAW	Diclofenac Sodium Mr CAPS 75MG	100101	y	yes_approved
1001010C0AAANAN	DICLOFENAC SODIUM MR CAPSULES 100MG	100101	y	yes_approved
1001010C0AAAWAW	DICLOFENAC SODIUM MR CAPSULES 75MG	100101	y	yes_approved
1001010C0AAAWAW	Diclofenac Sodium Mr CAPSULES 75MG	100101	y	yes_approved
10010100	DICLOFENAC SODIUM mr tab 100mg	100101	y	yes_approved
1001010C0AAAFAF	DICLOFENAC SODIUM MR TABLETS 100MG	100101	y	yes_approved
1001010C0AAAFAF	Diclofenac Sodium Mr TABLETS 100MG	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SODIUM MR TABLETS 75MG	100101	y	yes_approved
1001010C0AAAFAF	Diclofenac Sodium Mr TABS 100MG	100101	y	yes_approved
1001010C0AAALAL	Diclofenac Sodium Mr TABS 75MG	100101	y	yes_approved
1003020U0AAAAAA	Diclofenac Sodium P Aqueous GEL 1%	100302	n	
1001010C0AAALAL	DICLOFENAC SODIUM SR 75MG TABS	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SODIUM SR TABLETS 75 MG	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SODIUM SR TABLETS 75MG	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SODIUM SR TABLETS 75MG TAB 28	100101	y	yes_approved
1001010C0AAACAC	DICLOFENAC SODIUM SUPPS 100MG	100101	y	yes_approved
1001010C0AAACAC	Diclofenac Sodium SUPPS 100MG	100101	y	yes_approved
1001010C0AAATAT	DICLOFENAC SODIUM SUPPS 25MG	100101	y	yes_approved
1001010C0AAATAT	Diclofenac Sodium SUPPS 25MG	100101	y	yes_approved
1001010C0AAAUAU	Diclofenac Sodium SUPPS 50MG	100101	y	yes_approved
1001010C0AAAUAU	DICLOFENAC SODIUM SUPPS 50MG	100101	y	yes_approved
100101	DICLOFENAC SODIUM TABLET 50MG	100101	y	yes_approved
1001010C0AAAEAE	DICLOFENAC SODIUM TABLETS 50MG	100101	y	yes_approved
100101	DICLOFENAC SODIUM TABLETS DICLOFENAC 50MG	100101	y	yes_approved
100101	DICLOFENAC SODIUM TABS 50MG	100101	y	yes_approved
100302	Diclofenac Sodium Topical SOL 16MG/ML	100302	n	
100302	DICLOFENAC SODIUM TOPICAL SOLUTION 16MG/ML	100302	n	
1001010C0AAANAN	DICLOFENAC SR 100 MGM	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SR 75 MGM TABLET	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SR 75MG	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SR 75MG TAB	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SR 75MG TABLET	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SR 75MG TABLETS	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SR 75MG TABS	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SR 75MGS	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SR MG 75	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SR TABLETS 75MG	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC SR TABS 75MG	100101	y	yes_approved
100101	DICLOFENAC TABLETS 50MG	100101	y	yes_approved
1001010C0AAAEAE	DICLOFENAC TABLETS 50MG-P42 0	100101	y	yes_approved
1001010C0AAALAL	DICLOFENAC TABLETS 75MG SR	100101	y	yes_approved
100101	DICLOFENAC tablets TAB 50mg-P42 0	100101	y	yes_approved
100101	Diclofenac-P42 50mg tab EC	100101	y	yes_approved
1001010C0AAALAL	Diclofenac-P42 75mg Tab Sr	100101	y	yes_approved
10010100	Dicloflex 50mg gastro-resistant tablets (Dexcel-Pharma Ltd)	100101	y	yes_approved
10010100	Dicloflex 75mg SR tablets (Dexcel-Pharma Ltd)	100101	y	yes_approved
1001010C0BQABAE	DICLOFLEX EC TABLETS 50MG	100101	y	yes_approved
10010100	Dicloflex Retard 100mg tablets (Almus Pharmaceuticals Ltd)	100101	y	yes_approved
1001010C0BQACAF	Dicloflex Retard TABS 100MG	100101	y	yes_approved
100101	Dicloflex Sr  M/R tablets  75 mg	100101	y	yes_approved
100101	DICLOFLEX SR TABLETS 75MG	100101	y	yes_approved
100101	Dicloflex Sr TABS 75MG	100101	y	yes_approved
10010100	Diclomax Retard 100mg capsules (Galen Ltd)	100101	y	yes_approved
1001010C0BMAAAN	Diclomax Retard CAPS 100MG	100101	y	yes_approved
